"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Bahrain","BHR","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","3.375","2.5","2.3","1.07814864263463","0.911481975967961","","8.1015954606142","7.8109679572764","6.7122696929239","6.0018558077437","7.145347129506","6.9216488651535","7.0608664886515","6.9390173564753","5.7853971962617","7.9849779706275","7.07153404539386","6.82020560747664","6.36181909212283","4.67935358255452","3.60523943035158","3.78134267912772","6.5759606141522","6.3597619047619","6.0225","5.76833333333333","4.95083333333333","4.87666666666667","4.88666666666666","4.1675","","","","","","","","","",
"Bahamas, The","BHS","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","3.93499999999997","3.68","3.5","3.03","2.51666666666667","2.42916666666667","2.08333333333333","1.95","2.26833333333333","2.57416666666667","2.55333333333333","1.61416666666667","1.52166666666667","1.3875","1.8025","1.92083333333333","1.75416666666667","1.74833333333333","2.05083333333333","2.175","2.31833333333334","2.14166666666667","1.80916666666667","1.57916666666667","1.7175","2.05916666666667","2.42880813044036","2.73791666666667","3.07","3.3325","3.345","3.50833333333333","3.25583333333333","3.40916666666667","3.66166666666667","3.79770833333333","3.72804166666667","3.7325","3.71166666666667","",
"Bosnia and Herzegovina","BIH","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.16749999999997","6.845","6.56083333333337","6.04833333333333","4.32083333333334","3.61666666666667","3.49333333333333","4.3325","4.72916666666666","4.63583333333334","4.15158333333334","4.02988016162984","3.97972316804495","3.72922447158094","3.65560133051606","3.17059185653536","2.80854564611638","2.37433451346327","2.2760725515021","2.62488595164006","2.71944672686647","2.93614522776443","",
"Belarus","BLR","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.55","58.9","74.183333333333","29.975","16.1583333333333","12.6583333333334","27.2416666666667","30.1166666666667","12.7916666666667","10.0333333333333","6.5333333333333","4.1916666666666","2.12499999999997","1.15833333333334","0.266666666666669","0.0250000000000004","0.991666666666701","0.125","0.266666666666699","-2.8083333333333","-1.125","0.158333333333399","-1.825","-0.241666666666699","2.65960328547397","2.775","2.51583333333333","2.42416666666667","1.76333333333333","4.29499999999997","5.11001895110608","",
"Belize","BLZ","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","-0.274999999666599","3.291666667","5.5166666671667","2.966666667","2.8583333333334","4.55833333333337","5.14166666666663","5.90833333333337","5.90000000000003","5.82500000000003","6.1666666666667","6.23333333333337","6.225","6.32500000000003","7.225","7.10583333333337","7.74416666666667","8.15083333333333","8.31083333333333","9.10083333333337","8.5541666666667","7.41083333333333","6.52250000000003","6.54333333333333","6.0541666666667","6.0108333333333","5.6833333333333","5.7091666666667","6.12249999999997","6.92249999999997","8.0283333333333","7.9841666666667","7.92472181578679","7.71968290631026","7.54314787401049","7.34307109768959","7.11583333333333","7.11583333333334","6.55416666666667","6.20916666666666","6.30110624791781","6.355","",
"Bermuda","BMU","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0641666666667","12.0566666666667","13.6066666666666","17.9791666666666","17.3725","22.2883333333334","31.6958333333334","37.1416666666666","32.1475","36.8083333333334","35.3216666666667","26.5925","23.11","23.6133333333333","10.2382990203569","11.0525052294257","6.2533856771183","7.05011666666663","11.6809583333334","7.86477499999997","9.31526666666663","9.21749999999997","8.92034166666667","8.86325863326634","9.51235618621783","9.50879478940069","9.31221575712096","6.74409141116599","6.6593562579627","6.50823887427804","5.64086772955856","5.0034364375281","5.22063834065718","4.05100291316773","4.85998419612858","4.55733195358568","5.46436066049599","",
"Brazil","BRA","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.8426870139751","58.36","54.4208333333333","39.6308333333333","39.76","43.7322720915493","45.1126428530026","39.5088490338532","37.7545856651007","36.8759306585878","33.1394140956729","35.5946677426706","35.3711682322435","31.1212273499888","32.8909685179809","28.729200165066","19.5845628800951","21.9846982314552","31.3358744943784","39.6542356205413","38.4031334681184","32.2111744207218","32.0448247167285","26.8452393369826","25.6686127831617","27.4005919751934","31.4612343268322","",
"Barbados","BRB","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","4.06666666741663","4.54166666666667","5.06666666750003","5.43333333383333","5.07083333383333","4.77916666666667","5.14166666666667","5.17916666666667","5.13333333333334","5.13333333333337","5.88333333333337","6.85833333333337","4.525","4.76666666666666","4.89166666666667","4.8","5.25833333333333","5.54583333333333","4.99583333333333","5.215","5.54416666666666","5.79583333333333","5.93666666666667","5.79833333333333","5.98666666666667","5.6941666666667","5.62416666666663","5.5733333333333","6.33833333333334","6.03416666666667","6.02333333333333","6.1375","6.18916666666667","5.87416666666666","6.73583333333333","7.7025","7.85511080021453","7.89972206258252","7.9","7.9","7.9","7.90666666666667","","",
"Brunei Darussalam","BRN","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.43525","4.45608333333333","4.494","4.4585","4.32724333333333","4.62423854166667","4.80007870833333","5.02945925","5.10431333333333","5.26846259259259","5.21565333333333","5.2","5.16422566666667","5.1588346","5.1845","5.18783333333333","5.13225","5.27","5.3615","5.35858333333333","5.30772916666667","",
"Bhutan","BTN","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","9.5","9.5","9.5","8.91666666666667","8.5","8.5","8.5","8.5","8.5","8.5","9","9","8.5833333333333","8","7.79166666666667","7.75","7.75","7.75","7.75","8.0416666666667","8.24999999999997","9.14583333333333","10.5","10","9.5","9.5","11.8541666666667","11.75","11.7083333333334","9.5","9.20833333333333","9.32916666666667","9.48333333333333","10.8958333333333","10.15","11.4166666666667","12","11.75","11","11","11","8.52","",
"Botswana","BWA","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","3.475","0.95833333333333","13.4583333333333","1.5","2","2.5","2.33333333333333","2.5","2.83333333333333","2.08333333333334","1.76041666666667","0.4333333333333","1.5","1.4258333333334","3.3316666666667","4.6316666666667","4.82416666666666","4.4322916666667","5.21874999999997","5.67687499999997","6.06270833333337","5.6641666666667","5.7545833333333","6.45489583333333","5.89895833333333","6.483675","7.58706547619044","7.59636083333333","7.8684416666667","6.28610416666667","5.86044999999997","5.8522625","7.3924125","7.0795808333333","6.465625","5.44770833333333","5.17699166666667","5.43081666666667","4.97989166666667","4.80347222222222","4.19323333333333","3.81703333333333","4.6399625","3.78987037037037","",
"Central African Republic","CAF","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","2.06892076502733","1.02231329690346","1.25999544626593","1.4375","2.0625","1.39583333333337","1.54166666666667","1.5","1.5833333333333","2.7291666666667","3.3333333333334","2.8958333333333","3.83333333333337","3.125","2.79166666666663","3.43749999999997","3.83333333333333","4.18749999999997","4.24999999999997","4.20833333333333","4.1875","3.5625","2.72916666666667","2.89416666666667","3.36333333333333","3.06","3.055","3.525","3.55833333333333","3.7875","3.55833333333333","3.37916666666666","3.5875","3.21666666666667","3.625","3.9875","4.02083333333334","3.22916666666667","2.3","2.40416666666667","2.525","2.51666666666667","2.45","2.45","2.7","2.6","2.6","","","","","","","",
"Central Europe and the Baltics","CEB","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.53666666666667","2.65916666666666","2.66166666666666","2.6625","2.65","2.65583333333334","2.66083333333333","2.82333333333333","2.8475","2.89919913916666","2.94324106916666","2.98400407666667","3.01850411","3.05838801666667","2.79897989333333","1.77207040916666","",
"Channel Islands","CHI","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","7.8679752764835","7.3184642717569","7.3808484691598","6.0495327319059","8.220400057786","8.5151812962814","6.2268593028969","5.6758810072864","6.105167356073","5.2208949949348","4.4260116525992","3.8858179728879","3.65227985822","5.2515425784102","4.06307443454044","5.64240389308463","5.70360249272554","3.95842847695752","3.44504124436592","3.1895583076271","2.74596563279072","2.89354825013293","3.06103106108248","5.77257396721618","5.2030280838468","3.00363942277209","3.74331420860307","4.26904475394998","4.09300862715679","4.17895307318578","1.90638327754265","1.77323184892094","1.6136042386264","1.47505517497305","","","","","","",
"China","CHN","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","-0.360000001","-0.360000001","1.439999999","1.439999999","1.44","0.719999999","0.72","0.72","0.359999999999999","0","0.719999999999999","1.08","1.08","0","0","1.08","2.61","2.97","2.61","3.6","3.6","3.6","3.33","3.33","3.33","3.33","3.6","3.33","3.06","3.06","3.06","3.06","3","3","2.85","2.85","2.85","2.85","2.85","2.85","2.85","2.85","2.85","2.85","",
"Cote d'Ivoire","CIV","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.55833333333333","-3.085","-3.06166666666666","-3.14","-3.60166666666667","-3.27333333333334","-3.24491666666666","-2.95333333333333","-2.36666666666667","-1.92","-1.84416666666666","-1.63","-1.35","","","","","","","",
"Cameroon","CMR","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.613435","35.3566666666667","49.3425","39.745","30.3967360833333","20.7275","14.6570119047619","14.6858333333333","15.7125","15.6708333333333","16.4358333333333","19.8833333333333","21.26","19.7568270480829","17.5541850776132","","","",
"Congo, Rep.","COG","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Colombia","COL","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8584698521046","9.6944402730375","8.5864715585892","8.6645238907849","8.1288236632537","9.1956040955631","10.0476763367462","9.4405096700796","10.4415011376564","9.7376751990899","10.2118959044368","9.5818868031855","9.0215250284414","8.1008003412969","6.64","8.285","7.38846499749547","7.38376781175467","7.28472338355497","7.54656310443225","6.61870148600149","7.36793805008877","7.43454311154224","6.86229118038421","5.7196296069823","6.95603385015365","7.22920636593506","6.81556860629516","6.77792788787981","6.87074807544697","7.86199921781088","7.69643143271441","7.40632595659697","7.27113300522223","6.47243452901143","7.26519874767553","7.30738530294101","7.8172573768666","",
"Comoros","COM","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6666666666667","9","9","8.83333333333333","8.3333333333333","7.5","8","8","8","8","8.625","8.75","8.75","8.75","8.75","8.75","8.75","8.75","8.75","8.75","8.75","6.34375","6.125","5.97125","","",
"Cabo Verde","CPV","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.46711108777776","7.26458633773047","6.17884966710661","8.0920514957006","7.92561987946818","6.45958814881682","6.11281991705604","6.34560366783703","7.41144287855763","7.53794153682962","6.97288347999319","6.95809364600736","7.1174075416603","7.67625742870728","7.31073166790638","6.95011937474795","6.86163449100623","6.76837099243854","",
"Costa Rica","CRI","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","6.7083333333333","3.75","3.5","4.4166666666667","5.1258333333334","9.7675","13.5116666666666","13.5516666666667","11.4008333333334","11.5608333333333","12.6575","13.1233333333333","15.3025","12.8183333333333","8.9841666666667","9.4516666666667","9.7166666666666","11.4286666666667","11.5072191666667","12.0611083333334","14.9583333336111","15.1736111111111","13.9116666666667","14.5133333333333","12.4166666666666","6.44749999999997","11.6775","12.7641666666666","11.7675","12.1366666666666","13.4738888888889","11.3108333333333","11.5802777777778","11.8625000000001","10.4261111111111","8.57080555555557","7.10756301908446","4.11104245367395","4.05486614583333","3.9050783625","4.28866997","4.02184184166667","",
"Caribbean small states","CSS","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","4.76062065868449","4.44604824099231","5.48334868800367","5.25947041646234","6.1652308997069","5.80340259306013","5.34994237982422","6.14001743827418","5.90000000000003","6.6546326653674","6.85833333333337","7.105","7.11514702176833","6.7272942406935","7.13037708745475","7.10583333333337","7.2036865714253","7.31841345901386","7.36402505966185","7.13507241951508","7.20825338941031","7.8420671299671","6.52250000000003","6.77122438785857","6.80861326364247","6.63009724210218","5.86197065077345","6.33833333333334","6.19454896727304","6.14432331331991","6.44226518575273","6.18916666666667","6.19751425977533","6.73583333333333","7.095","6.865","6.66151633333333","6.51415691666666","6.16923325","5.80990625","5.75962625","5.38067156371593","",
"Cuba","CUB","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Czechia","CZE","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0383333333333","6.0483333333333","5.83750000000003","5.75083333333337","5.48958333333337","4.7279166666667","4.20408333333334","3.7405","4.32308333333334","4.72666666666667","4.61583333333334","4.74416666666667","4.6025","4.4078003","4.4646936774233","4.639675","4.72494166666666","4.80625","4.67958333333333","4.38242060403794","4.10834484095776","3.94340556635923","3.75320048345524","3.53413293915113","3.3146190446612","3.26571951083026","3.29747437417453","3.0407488585235","2.96872366774118","2.82732296829417","2.27121134909187","",
"Germany","DEU","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
